text,clase
"""Centro Médico. ART. Edad: 35 años Empresa: - Legajo: 9123 Accidente: Lesión cervical por postura prolongada en tareas administrativas. Alta Médica: Con secuelas (10% de incapacidad permanente parcial). Indicaciones: Reincorporación laboral con adaptación ergonómica. Dr.: - Junta Médica: Pendiente.""",Accidente_trabajo
"""Sanatorio Servicio de Ortopedia y Traumatología Empresa: - Legajo: - Lesión: Desgarro muscular en pierna derecha por caída de material pesado. Tratamiento: Reposo, fisioterapia, y medicación antiinflamatoria. Derivado a evaluación especializada en Hospital. ART: - Póliza: - Dr.: -",Accidente_trabajo
"""Sanatorio Servicio de Ortopedia y Traumatología Empresa: - Legajo: - Lesión: Desgarro muscular en pierna derecha por caída de material pesado. Tratamiento: Reposo, fisioterapia, y medicación antiinflamatoria. Derivado a evaluación especializada en Hospital. ART: - Póliza: - Dr.: -",Accidente_trabajo
"""Sanatorio Servicio de Ortopedia y Traumatología Empresa: - Legajo: - Lesión: Desgarro muscular en pierna derecha por caída de material pesado. Tratamiento: Reposo, fisioterapia, y medicación antiinflamatoria. Derivado a evaluación especializada en Hospital. ART: - Póliza: - Dr.: -",Accidente_trabajo
"""Clínica Guardia Paciente:  Empresa: - Tipo de Accidente: Golpe en la pierna izquierda por maquinaria. Diagnóstico: Contusión profunda sin fractura. Tratamiento: Ultrasonido terapéutico, reposo relativo y analgesia. ART: - Póliza: - Dra.: ",Accidente_trabajo
"""Clínica Guardia Paciente:  Empresa: - Tipo de Accidente: Golpe en la pierna izquierda por maquinaria. Diagnóstico: Contusión profunda sin fractura. Tratamiento: Ultrasonido terapéutico, reposo relativo y analgesia. ART: - Póliza: - Dra.: ",Accidente_trabajo
"""Clínica Guardia Paciente:  Empresa: - Tipo de Accidente: Golpe en la pierna izquierda por maquinaria. Diagnóstico: Contusión profunda sin fractura. Tratamiento: Ultrasonido terapéutico, reposo relativo y analgesia. ART: - Póliza: - Dra.: ",Accidente_trabajo
"""Hospital Paciente: Edad:  Empresa: - Legajo: - Accidente: Quemadura térmica grado I en mano derecha por contacto con vapor caliente. Control Evolutivo: Mejoría parcial con necesidad de pomadas tópicas y control médico semanal. Incapacidad: Temporal. Dra.: - ART: (N° Póliza -).",Accidente_trabajo
"""Hospital Paciente: Edad:  Empresa: - Legajo: - Accidente: Quemadura térmica grado I en mano derecha por contacto con vapor caliente. Control Evolutivo: Mejoría parcial con necesidad de pomadas tópicas y control médico semanal. Incapacidad: Temporal. Dra.: - ART: (N° Póliza -).",Accidente_trabajo
"""Hospital Paciente: Edad:  Empresa: - Legajo: - Accidente: Quemadura térmica grado I en mano derecha por contacto con vapor caliente. Control Evolutivo: Mejoría parcial con necesidad de pomadas tópicas y control médico semanal. Incapacidad: Temporal. Dra.: - ART: (N° Póliza -).",Accidente_trabajo
"""ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Enfermedad Profesional - Tareas Habituales del Damnificado: Empleado de depósito - Suspensión de Tareas: - Descripción de la Contingencia: Refiere que, sin causa aparente, comenzó a presentar episodios de mareos, visión borrosa y fatiga extrema durante su jornada laboral. Estos síntomas se intensificaron progresivamente, afectando su desempeño en las tareas habituales. Fue derivado a su ART para evaluación y tratamiento. Estudios y Tratamientos Recibidos: Se realizaron análisis de laboratorio que detectaron niveles elevados de glucosa en sangre, diagnosticándose diabetes tipo 2 de reciente aparición. Indicaron tratamiento médico con dieta específica, actividad física moderada y medicación antidiabética. Se realizaron controles periódicos y recomendaciones para un manejo adecuado de la enfermedad en el ámbito laboral, permitiendo su reincorporación con adaptaciones a su rutina.",Accidente_trabajo
"""ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Enfermedad Profesional - Tareas Habituales del Damnificado: Empleado de depósito - Suspensión de Tareas: - Descripción de la Contingencia: Refiere que, sin causa aparente, comenzó a presentar episodios de mareos, visión borrosa y fatiga extrema durante su jornada laboral. Estos síntomas se intensificaron progresivamente, afectando su desempeño en las tareas habituales. Fue derivado a su ART para evaluación y tratamiento. Estudios y Tratamientos Recibidos: Se realizaron análisis de laboratorio que detectaron niveles elevados de glucosa en sangre, diagnosticándose diabetes tipo 2 de reciente aparición. Indicaron tratamiento médico con dieta específica, actividad física moderada y medicación antidiabética. Se realizaron controles periódicos y recomendaciones para un manejo adecuado de la enfermedad en el ámbito laboral, permitiendo su reincorporación con adaptaciones a su rutina.",Accidente_trabajo
"""ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Enfermedad Profesional - Tareas Habituales del Damnificado: Empleado de depósito - Suspensión de Tareas: - Descripción de la Contingencia: Refiere que, sin causa aparente, comenzó a presentar episodios de mareos, visión borrosa y fatiga extrema durante su jornada laboral. Estos síntomas se intensificaron progresivamente, afectando su desempeño en las tareas habituales. Fue derivado a su ART para evaluación y tratamiento. Estudios y Tratamientos Recibidos: Se realizaron análisis de laboratorio que detectaron niveles elevados de glucosa en sangre, diagnosticándose diabetes tipo 2 de reciente aparición. Indicaron tratamiento médico con dieta específica, actividad física moderada y medicación antidiabética. Se realizaron controles periódicos y recomendaciones para un manejo adecuado de la enfermedad en el ámbito laboral, permitiendo su reincorporación con adaptaciones a su rutina.",Accidente_trabajo
"""Damnificado: ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Enfermedad Profesional - Tareas Habituales del Damnificado: Operador de línea de producción - Suspensión de Tareas: - Descripción de la Contingencia: Refiere que, tras meses de trabajo continuo en una línea de ensamblaje con movimientos repetitivos, desarrolló dolor persistente en la muñeca derecha. Fue derivado a su ART para diagnóstico y tratamiento. Estudios y Tratamientos Recibidos: Se realizaron estudios de imagen que diagnosticaron tendinitis por sobreuso. Indicaron reposo relativo, fisioterapia, uso de férula durante actividades laborales y medicación antiinflamatoria. Se le asignaron tareas administrativas temporales hasta su recuperación total. """,Accidente_trabajo
"""Damnificado: ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Enfermedad Profesional - Tareas Habituales del Damnificado: Operador de línea de producción - Suspensión de Tareas: - Descripción de la Contingencia: Refiere que, tras meses de trabajo continuo en una línea de ensamblaje con movimientos repetitivos, desarrolló dolor persistente en la muñeca derecha. Fue derivado a su ART para diagnóstico y tratamiento. Estudios y Tratamientos Recibidos: Se realizaron estudios de imagen que diagnosticaron tendinitis por sobreuso. Indicaron reposo relativo, fisioterapia, uso de férula durante actividades laborales y medicación antiinflamatoria. Se le asignaron tareas administrativas temporales hasta su recuperación total. """,Accidente_trabajo
"""Damnificado: ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Enfermedad Profesional - Tareas Habituales del Damnificado: Operador de línea de producción - Suspensión de Tareas: - Descripción de la Contingencia: Refiere que, tras meses de trabajo continuo en una línea de ensamblaje con movimientos repetitivos, desarrolló dolor persistente en la muñeca derecha. Fue derivado a su ART para diagnóstico y tratamiento. Estudios y Tratamientos Recibidos: Se realizaron estudios de imagen que diagnosticaron tendinitis por sobreuso. Indicaron reposo relativo, fisioterapia, uso de férula durante actividades laborales y medicación antiinflamatoria. Se le asignaron tareas administrativas temporales hasta su recuperación total. """,Accidente_trabajo
"""Damnificado: ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Accidente Laboral - Tareas Habituales del Damnificado: Empleado administrativo - Suspensión de Tareas: - Descripción de la Contingencia: Mientras organizaba archivos en un estante elevado, un folder metálico cayó desde altura, impactando en su rostro y provocando una herida cortante en la ceja izquierda. Fue derivado a su ART para evaluación y atención. Estudios y Tratamientos Recibidos: Se realizaron curaciones y sutura de la herida en la ceja izquierda. Indicaron medicación analgésica y controles periódicos hasta el cierre completo de la herida. Retornó a su puesto de trabajo sin limitaciones al recibir el alta médica.",Accidente_trabajo
"""Damnificado: ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Accidente Laboral - Tareas Habituales del Damnificado: Empleado administrativo - Suspensión de Tareas: - Descripción de la Contingencia: Mientras organizaba archivos en un estante elevado, un folder metálico cayó desde altura, impactando en su rostro y provocando una herida cortante en la ceja izquierda. Fue derivado a su ART para evaluación y atención. Estudios y Tratamientos Recibidos: Se realizaron curaciones y sutura de la herida en la ceja izquierda. Indicaron medicación analgésica y controles periódicos hasta el cierre completo de la herida. Retornó a su puesto de trabajo sin limitaciones al recibir el alta médica.",Accidente_trabajo
"""Damnificado: ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Accidente Laboral - Tareas Habituales del Damnificado: Empleado administrativo - Suspensión de Tareas: - Descripción de la Contingencia: Mientras organizaba archivos en un estante elevado, un folder metálico cayó desde altura, impactando en su rostro y provocando una herida cortante en la ceja izquierda. Fue derivado a su ART para evaluación y atención. Estudios y Tratamientos Recibidos: Se realizaron curaciones y sutura de la herida en la ceja izquierda. Indicaron medicación analgésica y controles periódicos hasta el cierre completo de la herida. Retornó a su puesto de trabajo sin limitaciones al recibir el alta médica.",Accidente_trabajo
"""Damnificado: ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Enfermedad Profesional - Tareas Habituales del Damnificado: Técnico en mantenimiento - Suspensión de Tareas: - Descripción de la Contingencia: Refiere que, al manipular herramientas en un taller, sufrió una exposición prolongada a vibraciones intensas, desarrollando entumecimiento y pérdida de fuerza en ambas manos. Fue derivado a su ART para evaluación y tratamiento. Estudios y Tratamientos Recibidos: Se realizaron estudios de electromiografía que confirmaron neuropatía periférica por vibración. Indicaron fisioterapia, medicación antiinflamatoria, y adaptaciones ergonómicas en su puesto de trabajo. Se realizaron controles periódicos hasta el alta médica con recomendaciones para evitar actividades que agraven la condición. """,Accidente_trabajo
"""Damnificado: ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Enfermedad Profesional - Tareas Habituales del Damnificado: Técnico en mantenimiento - Suspensión de Tareas: - Descripción de la Contingencia: Refiere que, al manipular herramientas en un taller, sufrió una exposición prolongada a vibraciones intensas, desarrollando entumecimiento y pérdida de fuerza en ambas manos. Fue derivado a su ART para evaluación y tratamiento. Estudios y Tratamientos Recibidos: Se realizaron estudios de electromiografía que confirmaron neuropatía periférica por vibración. Indicaron fisioterapia, medicación antiinflamatoria, y adaptaciones ergonómicas en su puesto de trabajo. Se realizaron controles periódicos hasta el alta médica con recomendaciones para evitar actividades que agraven la condición. """,Accidente_trabajo
"""Damnificado: ART/EA: - Divergencia en la Determinación de la Incapacidad - Tipo de AT/EP: Enfermedad Profesional - Tareas Habituales del Damnificado: Técnico en mantenimiento - Suspensión de Tareas: - Descripción de la Contingencia: Refiere que, al manipular herramientas en un taller, sufrió una exposición prolongada a vibraciones intensas, desarrollando entumecimiento y pérdida de fuerza en ambas manos. Fue derivado a su ART para evaluación y tratamiento. Estudios y Tratamientos Recibidos: Se realizaron estudios de electromiografía que confirmaron neuropatía periférica por vibración. Indicaron fisioterapia, medicación antiinflamatoria, y adaptaciones ergonómicas en su puesto de trabajo. Se realizaron controles periódicos hasta el alta médica con recomendaciones para evitar actividades que agraven la condición. """,Accidente_trabajo
"""Hospital Británico de Buenos Aires Fecha: 05/09/2024 Paciente: Laura Estefanía Pérez DNI 29.678.901 Edad: 32 años Empresa: Farmacéutica del Sur Legajo: 5678 Tipo de Accidente: Resbalón en pasillo mojado (ambiente laboral). Diagnóstico: Esguince de tobillo izquierdo (CIE-10: S93.4). Tratamiento: Vendaje funcional y sesiones de kinesiología. Incapacidad Laboral: 15 días. ART: Galeno ART N° Póliza: 67890123 Notificación ART: 05/09/2024 a las 14:00 hs. Dr. Ricardo Fernández.""",Accidente_trabajo
"""Hospital Británico de Buenos Aires Fecha: 05/09/2024 Paciente: Laura Estefanía Pérez DNI 29.678.901 Edad: 32 años Empresa: Farmacéutica del Sur Legajo: 5678 Tipo de Accidente: Resbalón en pasillo mojado (ambiente laboral). Diagnóstico: Esguince de tobillo izquierdo (CIE-10: S93.4). Tratamiento: Vendaje funcional y sesiones de kinesiología. Incapacidad Laboral: 15 días. ART: Galeno ART N° Póliza: 67890123 Notificación ART: 05/09/2024 a las 14:00 hs. Dr. Ricardo Fernández.""",Accidente_trabajo
"""Hospital Británico de Buenos Aires Fecha: 05/09/2024 Paciente: Laura Estefanía Pérez DNI 29.678.901 Edad: 32 años Empresa: Farmacéutica del Sur Legajo: 5678 Tipo de Accidente: Resbalón en pasillo mojado (ambiente laboral). Diagnóstico: Esguince de tobillo izquierdo (CIE-10: S93.4). Tratamiento: Vendaje funcional y sesiones de kinesiología. Incapacidad Laboral: 15 días. ART: Galeno ART N° Póliza: 67890123 Notificación ART: 05/09/2024 a las 14:00 hs. Dr. Ricardo Fernández.""",Accidente_trabajo
""" Damnificado:  ART/EA:  -  Divergencia en la Determinacion de la Incapacidad - Tipo de AT/EP: Accidente Laboral Accidente -  Tareas Habituales del Damnificado: operario - Suspension Tareas:  - Descripcion de la contingencia: Refiere que al trabajar con una maquina una paleta le aprisiona el dedo mayor de la mano izquierda sufriendo traumatismo del mismo  con desprendimiento ungueal fue derivado a su ART  - Estudios y Tratamientos recibidos: Realizaron curaciones y toilette del tercer dedo de mano izquierda con  desprendimiento ungueal. Indicaaron medicacion antibiotica y controles hasta el alta medica con retorno a su trabajo. No realizo nuevas consultas medicas.""",Accidente_trabajo
""" Damnificado:  ART/EA:  -  Divergencia en la Determinacion de la Incapacidad - Tipo de AT/EP: Accidente Laboral Accidente -  Tareas Habituales del Damnificado: operario - Suspension Tareas:  - Descripcion de la contingencia: Refiere que al trabajar con una maquina una paleta le aprisiona el dedo mayor de la mano izquierda sufriendo traumatismo del mismo  con desprendimiento ungueal fue derivado a su ART  - Estudios y Tratamientos recibidos: Realizaron curaciones y toilette del tercer dedo de mano izquierda con  desprendimiento ungueal. Indicaaron medicacion antibiotica y controles hasta el alta medica con retorno a su trabajo. No realizo nuevas consultas medicas.""",Accidente_trabajo
""" Damnificado:  ART/EA:  -  Divergencia en la Determinacion de la Incapacidad - Tipo de AT/EP: Accidente Laboral Accidente -  Tareas Habituales del Damnificado: operario - Suspension Tareas:  - Descripcion de la contingencia: Refiere que al trabajar con una maquina una paleta le aprisiona el dedo mayor de la mano izquierda sufriendo traumatismo del mismo  con desprendimiento ungueal fue derivado a su ART  - Estudios y Tratamientos recibidos: Realizaron curaciones y toilette del tercer dedo de mano izquierda con  desprendimiento ungueal. Indicaaron medicacion antibiotica y controles hasta el alta medica con retorno a su trabajo. No realizo nuevas consultas medicas.""",Accidente_trabajo
""" Enfermedad profesional - accidente de trabajo - empresa - obra social - puesto de trabajo en el momento del accidente o deteccion de la enfermedad profesional - Descripcion del accidente y sus consecuencias : MANIFIESTA HABERSE DOBLADO EL TOBILLO DERECHO, DESCENDIENDO POR LA ESCALERA - Codigo de lesión - Accidente de tránsito - Diagnóstico - Información sobre el siniestro - """,Accidente_trabajo
""" Enfermedad profesional - accidente de trabajo - empresa - obra social - puesto de trabajo en el momento del accidente o deteccion de la enfermedad profesional - Descripcion del accidente y sus consecuencias : MANIFIESTA HABERSE DOBLADO EL TOBILLO DERECHO, DESCENDIENDO POR LA ESCALERA - Codigo de lesión - Accidente de tránsito - Diagnóstico - Información sobre el siniestro - """,Accidente_trabajo
""" Enfermedad profesional - accidente de trabajo - empresa - obra social - puesto de trabajo en el momento del accidente o deteccion de la enfermedad profesional - Descripcion del accidente y sus consecuencias : MANIFIESTA HABERSE DOBLADO EL TOBILLO DERECHO, DESCENDIENDO POR LA ESCALERA - Codigo de lesión - Accidente de tránsito - Diagnóstico - Información sobre el siniestro - """,Accidente_trabajo
"""Sanatorio  Servicio de Emergencias Paciente:  Empresa: Accidente: Hernia lumbar aguda por esfuerzo físico al levantar carga pesada. Diagnóstico: Hernia de disco . Tratamiento: Reposo, analgesia y fisioterapia  . ART: N° Póliza:  Dr.""",Accidente_trabajo
"""Sanatorio  Servicio de Emergencias Paciente:  Empresa: Accidente: Hernia lumbar aguda por esfuerzo físico al levantar carga pesada. Diagnóstico: Hernia de disco . Tratamiento: Reposo, analgesia y fisioterapia  . ART: N° Póliza:  Dr.""",Accidente_trabajo
"""Sanatorio  Servicio de Emergencias Paciente:  Empresa: Accidente: Hernia lumbar aguda por esfuerzo físico al levantar carga pesada. Diagnóstico: Hernia de disco . Tratamiento: Reposo, analgesia y fisioterapia  . ART: N° Póliza:  Dr.""",Accidente_trabajo
"""Hospital de Hemoterapia  realizó una donación voluntaria de sangre en nuestra institución Dra.""",Donacion_sangre
"""Hospital de Hemoterapia  realizó una donación voluntaria de sangre en nuestra institución Dra.""",Donacion_sangre
"""Hospital de Hemoterapia  realizó una donación voluntaria de sangre en nuestra institución Dra.""",Donacion_sangre
"""Centro de Donación de Sangre ha realizado una donación de sangre en nuestra unidad """,Donacion_sangre
"""Centro de Donación de Sangre ha realizado una donación de sangre en nuestra unidad """,Donacion_sangre
"""Centro de Donación de Sangre ha realizado una donación de sangre en nuestra unidad """,Donacion_sangre
"""Banco de Sangre ha efectuado una donación de sangre en nuestra institución Dra. """,Donacion_sangre
"""Banco de Sangre ha efectuado una donación de sangre en nuestra institución Dra. """,Donacion_sangre
"""Banco de Sangre ha efectuado una donación de sangre en nuestra institución Dra. """,Donacion_sangre
"Instituto de Hemoterapia  donación de sangre Dr. """,Donacion_sangre
"Instituto de Hemoterapia  donación de sangre Dr. """,Donacion_sangre
"Instituto de Hemoterapia  donación de sangre Dr. """,Donacion_sangre
"""Hospital de Pediatria   concurrio a donar sangre en el dia de la fecha""",Donacion_sangre
"""Hospital de Pediatria   concurrio a donar sangre en el dia de la fecha""",Donacion_sangre
"""Hospital de Pediatria   concurrio a donar sangre en el dia de la fecha""",Donacion_sangre
"""Instituo de Hemoterapia  - Certificado de donacion de sangre - Donacion n°3564 , donante:  - Repector: """,Donacion_sangre
"""Instituo de Hemoterapia  - Certificado de donacion de sangre - Donacion n°3564 , donante:  - Repector: """,Donacion_sangre
"""Instituo de Hemoterapia  - Certificado de donacion de sangre - Donacion n°3564 , donante:  - Repector: """,Donacion_sangre
"""Hospital Central de Hemoterapiarealizó una donación voluntaria de sangre Dra.""",Donacion_sangre
"""Hospital Central de Hemoterapiarealizó una donación voluntaria de sangre Dra.""",Donacion_sangre
"""Hospital Central de Hemoterapiarealizó una donación voluntaria de sangre Dra.""",Donacion_sangre
"""Clínica de Donación Solidaria efectuó una donación de sangre """,Donacion_sangre
"""Clínica de Donación Solidaria efectuó una donación de sangre """,Donacion_sangre
"""Clínica de Donación Solidaria efectuó una donación de sangre """,Donacion_sangre
"""Centro de Hemoterapia concurrió a donar sangre en nuestra unidad Dra. """,Donacion_sangre
"""Centro de Hemoterapia concurrió a donar sangre en nuestra unidad Dra. """,Donacion_sangre
"""Centro de Hemoterapia concurrió a donar sangre en nuestra unidad Dra. """,Donacion_sangre
"""Instituto Nacional de Donación donación de sangre en este instituto  """,Donacion_sangre
"""Instituto Nacional de Donación donación de sangre en este instituto  """,Donacion_sangre
"""Instituto Nacional de Donación donación de sangre en este instituto  """,Donacion_sangre
"""Centro Regional de Hemoterapia  -  Donación de Sangre Donación  Donante: - Receptor: - """,Donacion_sangre
"""Centro Regional de Hemoterapia  -  Donación de Sangre Donación  Donante: - Receptor: - """,Donacion_sangre
"""Centro Regional de Hemoterapia  -  Donación de Sangre Donación  Donante: - Receptor: - """,Donacion_sangre
"""Cruz Roja  -  Concurrió a donar sangre en nuestra unidad móvil. Dra. - """,Donacion_sangre
"""Cruz Roja  -  Concurrió a donar sangre en nuestra unidad móvil. Dra. - """,Donacion_sangre
"""Cruz Roja  -  Concurrió a donar sangre en nuestra unidad móvil. Dra. - """,Donacion_sangre
"""Ministerio de Salud de la Nación Donación Voluntaria de Sangre Donante: - """,Donacion_sangre
"""Ministerio de Salud de la Nación Donación Voluntaria de Sangre Donante: - """,Donacion_sangre
"""Ministerio de Salud de la Nación Donación Voluntaria de Sangre Donante: - """,Donacion_sangre
"""Fundación Hematológica - Donación de Sangre Donación - Donante: - Receptor: - """,Donacion_sangre
"""Fundación Hematológica - Donación de Sangre Donación - Donante: - Receptor: - """,Donacion_sangre
"""Fundación Hematológica - Donación de Sangre Donación - Donante: - Receptor: - """,Donacion_sangre
"""Sanatorio - Banco de Sangre  Donación de Sangre Donante: - Receptor: - """,Donacion_sangre
"""Sanatorio - Banco de Sangre  Donación de Sangre Donante: - Receptor: - """,Donacion_sangre
"""Sanatorio - Banco de Sangre  Donación de Sangre Donante: - Receptor: - """,Donacion_sangre
"""Centro de Donación -  Concurrió a donar sangre en el día de la fecha. Donante: - """,Donacion_sangre
"""Centro de Donación -  Concurrió a donar sangre en el día de la fecha. Donante: - """,Donacion_sangre
"""Centro de Donación -  Concurrió a donar sangre en el día de la fecha. Donante: - """,Donacion_sangre
""" Instituto de Hemoterapia - Donación de Sangre Donación Donante: - Receptor: - """,Donacion_sangre
""" Instituto de Hemoterapia - Donación de Sangre Donación Donante: - Receptor: - """,Donacion_sangre
""" Instituto de Hemoterapia - Donación de Sangre Donación Donante: - Receptor: - """,Donacion_sangre
